
1000 0.000295
2000 0.001141
3000 0.002968
4000 0.00487
5000 0.007382
6000 0.010411
7000 0.018859
8000 0.019522
9000 0.025299
10000 0.030576
11000 0.036383
12000 0.048995
13000 0.050731
14000 0.06223
15000 0.080671
16000 0.089053
17000 0.100247
18000 0.116084
19000 0.119836
20000 0.130608
21000 0.158333
22000 0.147064
23000 0.168748
24000 0.203833
25000 0.211059
26000 0.226679
27000 0.257214
28000 0.257159
29000 0.285302
30000 0.286948
31000 0.309991
32000 0.353632
33000 0.3594
34000 0.395233
35000 0.414568
36000 0.430745
37000 0.455424
38000 0.474664
39000 0.520199
40000 0.578782
41000 0.540423
42000 0.566339
43000 0.606514
44000 0.646473
45000 0.644979
46000 0.661943
47000 0.742916
48000 0.783869
49000 0.78468
